Date,Open,High,Low,Close,Adj Close,Volume
2024-04-23,0.9386100172996521,0.9399099946022034,0.933709979057312,0.9386100172996521,0.9386100172996521,0
2024-04-24,0.9341999888420105,0.9363999962806702,0.9332000017166138,0.9341999888420105,0.9341999888420105,0
2024-04-25,0.9345899820327759,0.9364399909973145,0.9318000078201294,0.9345899820327759,0.9345899820327759,0
2024-04-26,0.9319999814033508,0.9367200136184692,0.9299799799919128,0.9319999814033508,0.9319999814033508,0
2024-04-29,0.9339799880981445,0.9353700280189514,0.9315000176429749,0.9339799880981445,0.9339799880981445,0
2024-04-30,0.933210015296936,0.935949981212616,0.9314000010490417,0.933210015296936,0.933210015296936,0
2024-05-01,0.9375100135803223,0.9389600157737732,0.9355700016021729,0.9375100135803223,0.9375100135803223,0
2024-05-02,0.932699978351593,0.9366999864578247,0.9319000244140625,0.932699978351593,0.932699978351593,0
2024-05-03,0.9316999912261963,0.9323999881744385,0.9251199960708618,0.9316999912261963,0.9316999912261963,0
2024-05-06,0.9295300245285034,0.9296799898147583,0.9265999794006348,0.9295300245285034,0.9295300245285034,0
2024-05-07,0.9287199974060059,0.9297299981117249,0.926800012588501,0.9287199974060059,0.9287199974060059,0
2024-05-08,0.9301900267601013,0.9314699769020081,0.9294999837875366,0.9301900267601013,0.9301900267601013,0
2024-05-09,0.9304999709129333,0.9323899745941162,0.9273999929428101,0.9304999709129333,0.9304999709129333,0
2024-05-10,0.9272000193595886,0.9291899800300598,0.9265000224113464,0.9272000193595886,0.9272000193595886,0
2024-05-13,0.9284700155258179,0.9288100004196167,0.9253000020980835,0.9284700155258179,0.9284700155258179,0
2024-05-14,0.9264799952507019,0.9279500246047974,0.9235000014305115,0.9264799952507019,0.9264799952507019,0
2024-05-15,0.9246799945831299,0.9247599840164185,0.9196000099182129,0.9246799945831299,0.9246799945831299,0
2024-05-16,0.9182900190353394,0.9212200045585632,0.9176999926567078,0.9182900190353394,0.9182900190353394,0
2024-05-17,0.9201499819755554,0.922819972038269,0.9192100167274475,0.9201499819755554,0.9201499819755554,0
2024-05-20,0.9194999933242798,0.9212300181388855,0.9186999797821045,0.9194999933242798,0.9194999933242798,0
2024-05-21,0.920740008354187,0.921999990940094,0.9194999933242798,0.920740008354187,0.920740008354187,0
2024-05-22,0.9212200045585632,0.9240000247955322,0.9204000234603882,0.9212200045585632,0.9212200045585632,0
2024-05-23,0.923770010471344,0.924809992313385,0.9207000136375427,0.923770010471344,0.923770010471344,0
2024-05-24,0.924839973449707,0.9254000186920166,0.9211000204086304,0.924839973449707,0.924839973449707,0
2024-05-27,0.9218599796295166,0.9223600029945374,0.920199990272522,0.9218599796295166,0.9218599796295166,0
2024-05-28,0.9206500053405762,0.9208899736404419,0.9183200001716614,0.9206500053405762,0.9206500053405762,0
2024-05-29,0.921500027179718,0.9251099824905396,0.9208999872207642,0.921500027179718,0.921500027179718,0
2024-05-30,0.9257699847221375,0.9268699884414673,0.921999990940094,0.9257699847221375,0.9257699847221375,0
2024-05-31,0.9229000210762024,0.9249299764633179,0.9189000129699707,0.9229000210762024,0.9229000210762024,0
2024-06-03,0.9214000105857849,0.9235299825668335,0.9182000160217285,0.9214000105857849,0.9214000105857849,0
2024-06-04,0.9168099761009216,0.9207500219345093,0.9158999919891357,0.9168099761009216,0.9168099761009216,0
2024-06-05,0.9189599752426147,0.9207299947738647,0.9182800054550171,0.9189599752426147,0.9189599752426147,0
2024-06-06,0.9195799827575684,0.9204999804496765,0.9175400137901306,0.9195799827575684,0.9195799827575684,0
2024-06-07,0.917900025844574,0.9254999756813049,0.9172800183296204,0.917900025844574,0.917900025844574,0
2024-06-10,0.9277399778366089,0.9316499829292297,0.9273999929428101,0.9277399778366089,0.9277399778366089,0
2024-06-11,0.9290000200271606,0.9327399730682373,0.9282000064849854,0.9290000200271606,0.9290000200271606,0
2024-06-12,0.9310700297355652,0.9315299987792969,0.9215099811553955,0.9310700297355652,0.9310700297355652,0
2024-06-13,0.9247999787330627,0.9298999905586243,0.9243999719619751,0.9247999787330627,0.9247999787330627,0
2024-06-14,0.9312000274658203,0.9373700022697449,0.9305999875068665,0.9312000274658203,0.9312000274658203,0
2024-06-17,0.9343900084495544,0.9356600046157837,0.9322999715805054,0.9343900084495544,0.9343900084495544,0
2024-06-18,0.9310399889945984,0.9336100220680237,0.9292600154876709,0.9310399889945984,0.9310399889945984,0
2024-06-19,0.930899977684021,0.9322900176048279,0.9299499988555908,0.930899977684021,0.930899977684021,0
2024-06-20,0.9301000237464905,0.9339200258255005,0.9301999807357788,0.9301000237464905,0.9301000237464905,0
2024-06-21,0.9340199828147888,0.9370399713516235,0.9326000213623047,0.9340199828147888,0.9340199828147888,0
2024-06-24,0.9356499910354614,0.9359400272369385,0.9304900169372559,0.9356499910354614,0.9356499910354614,0
2024-06-25,0.9317299723625183,0.935259997844696,0.9305999875068665,0.9317299723625183,0.9317299723625183,0
2024-06-26,0.9337400197982788,0.9374099969863892,0.9327999949455261,0.9337400197982788,0.9337400197982788,0
2024-06-27,0.9363200068473816,0.936519980430603,0.9322999715805054,0.9363200068473816,0.9363200068473816,0
2024-06-28,0.9338399767875671,0.9358000159263611,0.9327499866485596,0.9338399767875671,0.9338399767875671,0
2024-07-01,0.9315099716186523,0.9327700138092041,0.9277999997138977,0.9315099716186523,0.9315099716186523,0
2024-07-02,0.9313499927520752,0.933650016784668,0.9305700063705444,0.9313499927520752,0.9313499927520752,0
2024-07-03,0.9303699731826782,0.9313499927520752,0.924589991569519,0.9303699731826782,0.9303699731826782,0
2024-07-04,0.9265000224113464,0.9272800087928772,0.9244999885559082,0.9265000224113464,0.9265000224113464,0
2024-07-05,0.9250100255012512,0.9250100255012512,0.9226499795913696,0.9250100255012512,0.9250100255012512,0
2024-07-08,0.9236999750137329,0.9246299862861633,0.9218999743461609,0.9236999750137329,0.9236999750137329,0
2024-07-09,0.9232800006866455,0.9253900051116943,0.9229999780654907,0.9232800006866455,0.9232800006866455,0
2024-07-10,0.9246600270271301,0.9249100089073181,0.9234700202941895,0.9246600270271301,0.9246600270271301,0
2024-07-11,0.9230800271034241,0.9231100082397461,0.9175699949264526,0.9230800271034241,0.9230800271034241,0
2024-07-12,0.919730007648468,0.9205499887466431,0.9164900183677673,0.919730007648468,0.919730007648468,0
2024-07-15,0.9186499714851379,0.918749988079071,0.9155899882316589,0.9186499714851379,0.9186499714851379,0
2024-07-16,0.9172999858856201,0.9197800159454346,0.9168999791145325,0.9172999858856201,0.9172999858856201,0
2024-07-17,0.9172199964523315,0.917739987373352,0.9134799838066101,0.9172199964523315,0.9172199964523315,0
2024-07-18,0.9140599966049194,0.9169800281524658,0.9139000177383423,0.9140599966049194,0.9140599966049194,0
2024-07-19,0.9172999858856201,0.9193400144577026,0.9172999858856201,0.9172999858856201,0.9172999858856201,0
2024-07-22,0.9175000190734863,0.9196500182151794,0.9172999858856201,0.9175000190734863,0.9175000190734863,0
2024-07-23,0.9182900190353394,0.9221299886703491,0.9174000024795532,0.9182900190353394,0.9182900190353394,0
2024-07-24,0.9215999841690063,0.9236400127410889,0.9202600121498108,0.9215999841690063,0.9215999841690063,0
2024-07-25,0.9225500226020813,0.9234200119972229,0.9204400181770325,0.9225500226020813,0.9225500226020813,0
2024-07-26,0.9215499758720398,0.9222800135612488,0.9200900197029114,0.9215499758720398,0.9215499758720398,0
2024-07-29,0.9213399887084961,0.9256600141525269,0.9197999835014343,0.9213399887084961,0.9213399887084961,0
